Year	Block	Plot	Nitrogen	Fungicide	SLA	Sown_SLA	Delta_SLA
2016	a	80	1	0	22.52247381	24.20057144	-1.678097624
2016	a	81	0	1	NA	NA	NA
2016	a	82	0	1	14.6889101	18.13909782	-3.450187716
2016	a	83	1	1	19.83281716	21.64058561	-1.807768446
2016	b	86	0	1	23.91171516	26.60245356	-2.690738409
2016	b	88	1	0	22.30898018	22.30898018	0
2016	b	89	1	1	23.05327938	26.79786748	-3.744588096
2016	b	90	0	0	19.30975052	24.05626729	-4.746516773
2016	b	91	1	1	23.33628943	23.33628943	0
2016	b	93	0	0	30.12115985	30.12115985	0
2016	b	94	1	0	21.7909922	22.11458183	-0.323589637
2016	b	95	0	0	22.13977619	22.13977619	0
2016	b	96	0	1	16.51190135	16.51190135	0
2016	b	97	1	1	11.5816663	11.5816663	0
2016	b	98	1	0	14.05273276	19.87599767	-5.823264915
2016	b	99	1	0	19.60987092	20.90325467	-1.293383752
2016	b	100	0	1	23.34466512	19.23091716	4.113747966
2016	b	102	1	1	23.91725522	27.207648	-3.290392779
2016	b	106	1	1	22.86168951	24.12213666	-1.260447153
2016	b	107	1	1	19.69547807	22.14984532	-2.454367258
2016	b	108	0	1	19.67127972	19.96106674	-0.28978702
2016	b	109	0	1	18.58089003	18.69451762	-0.11362759
2016	b	110	0	1	19.22281747	22.50664578	-3.283828313
2016	b	113	1	1	23.69217797	23.69217797	0
2016	b	114	0	0	38.7212099	38.7212099	0
2016	b	115	1	1	19.91448996	19.91448996	0
2016	b	117	0	0	21.76508402	23.01080721	-1.245723197
2016	b	119	0	0	NA	NA	NA
2016	b	120	0	1	14.81406647	16.70070354	-1.886637073
2016	b	121	0	1	16.17080161	16.17080161	0
2016	b	122	0	0	21.53441698	22.67201386	-1.137596879
2016	b	124	1	1	20.04543979	20.11306998	-0.067630183
2016	b	125	0	0	15.42403635	21.39812496	-5.974088609
2016	b	126	0	1	21.42874814	21.42874814	0
2016	b	127	0	1	13.44471772	17.04039649	-3.59567877
2016	b	129	0	0	21.91678156	21.91678156	0
2016	b	130	1	0	19.22880987	19.22880987	0
2016	b	134	0	1	12.63312901	12.63312901	0
2016	b	135	0	0	26.58501509	27.4228715	-0.837856406
2016	b	136	0	0	25.36677169	26.5515367	-1.184765013
2016	b	137	1	0	13.39705729	16.2370046	-2.839947302
2016	b	138	0	0	20.22157353	20.40840986	-0.186836331
2016	b	140	0	1	15.43296531	24.00873307	-8.575767766
2016	b	142	1	0	24.58355396	23.34667741	1.236876554
2016	b	144	1	1	22.75663034	20.66217943	2.094450909
2016	b	146	1	1	32.36185383	32.36185383	0
2016	b	148	0	1	18.25243769	18.25243769	0
2016	b	149	1	1	18.57452901	18.13637747	0.438151547
2016	b	150	1	1	15.56174247	19.14076495	-3.579022485
2016	b	152	1	1	14.11572962	23.35590667	-9.240177052
2016	b	155	0	0	13.49407321	19.13069756	-5.636624348
2016	b	156	1	0	NA	NA	NA
2016	b	157	1	1	12.80971812	16.94897814	-4.139260021
2016	b	158	0	1	17.49412615	20.73437649	-3.240250344
2016	b	159	0	0	25.36184777	30.25305043	-4.891202667
2016	b	164	0	1	21.24098953	21.24098953	0
2016	b	166	1	1	19.92694956	21.64058561	-1.713636049
2016	b	167	0	1	NA	NA	NA
2016	c	169	0	1	20.93922338	20.93922338	0
2016	c	171	0	1	19.55207248	20.73437649	-1.18230401
2016	c	172	1	0	21.84879102	21.7517159	0.097075112
2016	c	174	1	0	15.08620225	19.17631683	-4.090114583
2016	c	176	1	0	21.21391317	21.21391317	0
2016	c	178	1	0	20.5431941	20.5431941	0
2016	c	180	1	0	13.38254829	19.02755028	-5.645001986
2016	c	181	1	0	20.24570025	20.27304397	-0.027343716
2016	c	182	0	1	27.07824277	27.07824277	0
2016	c	183	1	0	20.98926148	22.29288092	-1.303619442
2016	c	184	1	1	27.07781666	26.00651088	1.071305786
2016	c	185	1	1	19.36017953	20.55799708	-1.197817555
2016	c	189	1	1	22.09001552	23.24634726	-1.156331744
2016	c	190	1	1	22.66290619	21.64058561	1.022320582
2016	c	191	0	1	16.37200304	18.33370018	-1.961697133
2016	c	195	1	1	27.35639739	24.12573585	3.23066154
2016	c	197	1	1	21.97327779	21.97327779	0
2016	c	198	0	0	NA	NA	NA
2016	c	199	0	0	12.33126961	12.33126961	0
2016	c	200	0	0	28.84701707	24.24379726	4.603219801
2016	c	201	1	0	11.95525863	18.39452402	-6.439265389
2016	c	202	1	0	22.30525711	22.30525711	0
2016	c	204	1	0	15.71687967	19.79932892	-4.082449249
2016	c	205	0	1	21.01339681	27.20499165	-6.191594837
2016	c	206	0	1	24.77234967	26.97787397	-2.205524297
2016	c	207	0	0	14.78856161	20.78310491	-5.9945433
2016	c	208	1	1	14.90471471	17.95027333	-3.045558621
2016	c	210	1	0	NA	NA	NA
2016	c	211	0	0	14.52000278	19.9911851	-5.471182322
2016	c	212	0	1	20.96439407	20.96439407	0
2016	c	215	1	0	16.42318851	20.33432608	-3.911137569
2016	c	216	1	0	21.14499144	21.14499144	0
2016	c	218	0	0	30.6579283	28.20925052	2.448677788
2016	c	219	0	0	22.80239826	22.80239826	0
2016	c	222	1	1	18.62774606	21.3170716	-2.68932554
2016	c	224	1	0	20.46090782	20.46090782	0
2016	c	225	0	1	15.64210596	17.27238607	-1.630280111
2016	c	228	1	0	20.06935354	23.16010443	-3.090750895
2016	c	229	1	1	13.11784506	13.11784506	0
2016	c	230	0	1	17.77806464	18.10993902	-0.331874377
2016	c	231	1	0	18.61624895	20.98970141	-2.373452458
2016	c	232	1	0	30.17965224	30.17965224	0
2016	c	233	1	1	20.64215152	21.64058561	-0.998434085
2016	c	234	1	1	19.65998744	19.65998744	0
2016	c	235	0	0	21.7891415	22.34514639	-0.556004888
2016	c	237	1	1	23.03809769	25.52468556	-2.486587871
2016	c	241	1	0	20.66363568	21.28148948	-0.617853807
2016	c	242	0	0	29.17825201	29.17825201	0
2016	c	243	0	0	22.34770898	23.54691012	-1.199201135
2016	c	244	1	1	19.22638781	20.07386064	-0.847472826
2016	c	247	0	0	21.34036474	23.01080721	-1.670442474
2016	c	248	1	1	26.95115262	26.95115262	0
2016	c	250	0	0	28.79032686	28.79032686	0
2016	c	251	1	1	NA	NA	NA
2016	d	253	0	0	14.35682678	27.10128957	-12.74446279
2016	d	256	0	0	13.85015846	23.00401931	-9.153860843
2016	d	258	0	0	16.02688442	19.03369566	-3.006811243
2016	d	260	1	1	13.48910066	16.94030877	-3.451208113
2016	d	262	1	1	17.22315016	17.22315016	0
2016	d	263	0	0	27.95867401	27.56744177	0.391232236
2016	d	266	1	0	13.645067	19.93808131	-6.293014302
2016	d	267	1	1	25.73762709	27.11065652	-1.373029423
2016	d	268	1	0	16.23309478	21.03947153	-4.806376746
2016	d	269	1	0	19.67099857	20.92554676	-1.254548191
2016	d	271	1	1	17.38538638	18.94874261	-1.563356226
2016	d	273	1	0	18.50667814	18.70866149	-0.201983349
2016	d	274	1	1	24.31562554	24.31562554	0
2016	d	275	1	0	10.82684437	10.82684437	0
2016	d	278	0	1	25.79055947	25.79055947	0
2016	d	279	1	0	16.42429107	16.42429107	0
2016	d	281	0	0	13.25300475	13.25300475	0
2016	d	282	0	1	14.08222983	17.31530939	-3.233079559
2016	d	284	0	0	19.16631588	19.87175656	-0.705440681
2016	d	286	0	0	23.66981988	23.66981988	0
2016	d	287	0	1	23.47670672	26.05050985	-2.57380313
2016	d	289	1	0	21.51438554	23.70327558	-2.188890039
2016	d	290	0	0	19.60025198	23.01080721	-3.410555231
2016	d	291	1	0	14.96856028	20.45039615	-5.481835864
2016	d	292	0	1	40.40065069	40.40065069	0
2016	d	294	0	1	21.89777127	21.89777127	0
2016	d	295	0	1	19.51181645	20.73437649	-1.222560041
2016	d	297	1	1	29.48085398	26.00651088	3.474343103
2016	d	298	1	1	18.70652618	18.70652618	0
2016	d	299	0	1	24.54831105	24.54831105	0
2016	d	304	0	0	26.93278303	24.9585469	1.974236129
2016	d	305	1	0	23.57858069	22.66168098	0.916899711
2016	d	307	1	1	16.99173225	19.45788516	-2.466152905
2016	d	308	1	0	19.64646619	20.90325467	-1.256788479
2016	d	309	0	1	11.23574872	16.129021	-4.893272288
2016	d	310	0	1	22.27271553	21.88401601	0.388699513
2016	d	312	0	1	17.87402527	16.65532417	1.218701095
2016	d	313	0	0	30.25138921	30.25138921	0
2016	d	315	1	1	NA	NA	NA
2016	d	317	0	1	15.72498028	23.84281414	-8.117833857
2016	d	318	0	0	22.07785077	22.07785077	0
2016	d	321	0	1	13.08421573	13.08421573	0
2016	d	322	0	0	26.82318539	25.15032982	1.672855564
2016	d	323	1	1	23.64573891	24.29160614	-0.645867227
2016	d	325	0	1	18.94491766	21.62850679	-2.683589129
2016	d	326	1	0	21.11884141	23.34667741	-2.227836004
2016	d	327	1	0	17.6144235	17.6144235	0
2016	d	328	0	1	16.54456872	20.73437649	-4.189807768
2016	d	329	0	0	NA	NA	NA
2016	d	330	1	1	19.76011179	19.76011179	0
2016	d	333	1	1	21.08792547	21.04733723	0.040588241
2016	d	334	0	0	20.56322103	20.56322103	0
2016	d	335	0	0	16.79084929	16.79084929	0
2016	d	336	1	0	15.9667306	20.02149626	-4.054765665
2017	a	1	1	1	19.87018792	19.57731348	0.29287444
2017	a	4	1	0	21.53801197	21.53801197	0
2017	a	6	0	0	13.76658124	13.76658124	0
2017	a	8	1	0	23.08889331	23.08889331	0
2017	a	11	0	1	15.25059557	16.89446048	-1.643864902
2017	a	13	0	1	20.67416665	20.70118852	-0.027021865
2017	a	15	0	0	16.59630325	16.17834433	0.417958916
2017	a	16	1	1	18.22111308	18.22111308	0
2017	a	17	1	0	25.58882338	25.58882338	0
2017	a	18	0	0	19.94011109	18.69560642	1.244504665
2017	a	20	1	1	36.02969925	36.02969925	0
2017	a	21	0	0	16.11412896	18.26183688	-2.147707922
2017	a	24	1	0	21.12735607	25.02222763	-3.894871553
2017	a	25	1	0	16.74630566	16.39994158	0.346364078
2017	a	26	1	1	21.92549286	21.92549286	0
2017	a	30	1	0	16.6812348	16.6812348	0
2017	a	31	0	1	20.37670845	20.37670845	0
2017	a	32	1	0	23.09531366	23.09531366	0
2017	a	33	0	1	16.7336776	27.60580991	-10.87213231
2017	a	35	0	0	18.11730486	18.29688307	-0.179578218
2017	a	36	0	1	19.78441159	25.9420668	-6.15765521
2017	a	39	0	1	17.93765903	18.27168411	-0.334025077
2017	a	40	1	0	24.2612992	24.47106216	-0.209762958
2017	a	41	1	1	14.89458512	16.22859294	-1.334007821
2017	a	42	1	0	15.70723604	15.41074822	0.296487825
2017	a	43	1	0	18.18963635	19.72849315	-1.538856799
2017	a	44	0	1	15.2308824	17.795461	-2.564578596
2017	a	45	1	1	16.47540128	16.47540128	0
2017	a	46	0	0	13.76529984	14.81449999	-1.049200143
2017	a	47	0	1	14.20191414	14.20191414	0
2017	a	48	1	1	21.40769715	23.47988687	-2.072189714
2017	a	49	0	1	15.36545051	18.09058772	-2.725137212
2017	a	50	1	1	14.37612192	15.63230275	-1.256180833
2017	a	52	1	0	20.36870624	20.36870624	0
2017	a	53	0	1	20.79667009	20.83424608	-0.037575995
2017	a	54	0	0	15.62025367	15.9999096	-0.379655922
2017	a	56	0	0	18.91895242	18.91895242	0
2017	a	58	0	0	22.69101539	21.33976943	1.351245956
2017	a	59	1	0	19.55006131	19.72849315	-0.178431837
2017	a	60	0	1	20.60917434	20.60917434	0
2017	a	66	0	0	14.90264403	16.25352567	-1.350881636
2017	a	67	0	0	17.49997309	17.49997309	0
2017	a	68	0	0	15.07414204	16.27511369	-1.200971652
2017	a	69	1	1	21.61443181	22.1161708	-0.501738992
2017	a	70	0	0	16.57665176	18.54011133	-1.963459569
2017	a	71	0	1	12.39939201	12.39939201	0
2017	a	74	0	1	19.80081889	33.86968941	-14.06887052
2017	a	75	1	0	19.95750272	19.55271837	0.404784346
2017	a	78	1	0	28.12857848	28.12857848	0
2017	a	79	1	1	14.50518995	14.50518995	0
2017	a	80	1	0	19.99186558	23.87221482	-3.880349234
2017	a	81	0	1	NA	NA	NA
2017	a	82	0	1	15.40732532	17.37409976	-1.966774435
2017	a	83	1	1	17.03743742	19.48206313	-2.444625714
2017	b	86	0	1	20.39587935	26.01995987	-5.624080524
2017	b	88	1	0	16.0044643	16.0044643	0
2017	b	89	1	1	20.65267529	23.74741364	-3.094738354
2017	b	90	0	0	13.59341307	17.26516841	-3.671755336
2017	b	91	1	1	21.39306821	21.39306821	0
2017	b	93	0	0	20.85537508	20.85537508	0
2017	b	94	1	0	23.93461459	21.73708661	2.197527983
2017	b	95	0	0	15.04704963	15.04704963	0
2017	b	96	0	1	18.54552126	18.54552126	0
2017	b	97	1	1	11.05783957	11.05783957	0
2017	b	98	1	0	16.64021743	17.13112749	-0.490910057
2017	b	99	1	0	18.35050378	19.72849315	-1.377989368
2017	b	100	0	1	19.9822837	18.94911423	1.033169476
2017	b	102	1	1	19.44135605	20.95023908	-1.508883027
2017	b	106	1	1	21.490194	25.12416809	-3.633974081
2017	b	107	1	1	18.0781271	19.73000563	-1.651878529
2017	b	108	0	1	18.56026272	19.04969314	-0.489430423
2017	b	109	0	1	15.97245505	15.38714209	0.585312962
2017	b	110	0	1	18.0652173	23.03596158	-4.970744281
2017	b	113	1	1	19.10223068	19.10223068	0
2017	b	114	0	0	NA	NA	NA
2017	b	115	1	1	21.90462543	21.90462543	0
2017	b	117	0	0	17.18625278	18.26183688	-1.075584099
2017	b	119	0	0	18.55330326	18.55330326	0
2017	b	120	0	1	16.24535434	16.66102369	-0.415669352
2017	b	121	0	1	17.21599831	17.21599831	0
2017	b	122	0	0	15.70534066	17.69992255	-1.994581896
2017	b	124	1	1	18.23481103	17.09105564	1.143755399
2017	b	125	0	0	16.71572254	15.88575208	0.829970459
2017	b	126	0	1	18.10400056	18.10400056	0
2017	b	127	0	1	16.43888501	16.64275203	-0.203867018
2017	b	129	0	0	18.7179203	18.7179203	0
2017	b	130	1	0	21.69828286	21.69828286	0
2017	b	134	0	1	13.2224221	13.2224221	0
2017	b	135	0	0	22.79360002	21.85382895	0.939771067
2017	b	136	0	0	21.81266537	20.84276433	0.969901039
2017	b	137	1	0	17.82422031	18.62455725	-0.800336939
2017	b	138	0	0	18.13271452	20.47594562	-2.343231106
2017	b	140	0	1	21.39054051	20.71986167	0.670678833
2017	b	142	1	0	26.65219292	25.08513794	1.567054982
2017	b	144	1	1	17.85021222	17.35210901	0.49810321
2017	b	146	1	1	19.70775593	19.70775593	0
2017	b	148	0	1	14.64069855	14.64069855	0
2017	b	149	1	1	14.80140724	15.77352196	-0.972114712
2017	b	150	1	1	15.3708108	16.62452629	-1.253715487
2017	b	152	1	1	13.88775406	22.01910389	-8.131349832
2017	b	155	0	0	12.50747643	15.15544523	-2.647968793
2017	b	156	1	0	NA	NA	NA
2017	b	157	1	1	13.77777539	15.36613025	-1.588354862
2017	b	158	0	1	17.64488361	20.46987399	-2.824990381
2017	b	159	0	0	19.82640378	19.78664769	0.03975609
2017	b	164	0	1	12.02665535	12.02665535	0
2017	b	166	1	1	16.98546191	19.48206313	-2.49660122
2017	b	167	0	1	20.1341328	20.1341328	0
2017	c	169	0	1	20.7637043	20.7637043	0
2017	c	171	0	1	18.87539207	20.46987399	-1.594481917
2017	c	172	1	0	18.00535189	18.3234745	-0.318122611
2017	c	174	1	0	15.33626853	16.19337208	-0.857103545
2017	c	176	1	0	15.35012467	15.35012467	0
2017	c	178	1	0	13.95940309	13.95940309	0
2017	c	180	1	0	16.69585436	16.48947844	0.206375919
2017	c	181	1	0	17.39919067	16.74762198	0.651568693
2017	c	182	0	1	21.60490115	21.60490115	0
2017	c	183	1	0	20.58047953	22.37491381	-1.794434279
2017	c	184	1	1	23.10182176	22.97021166	0.131610094
2017	c	185	1	1	17.1747754	18.55381282	-1.379037418
2017	c	189	1	1	16.98254245	19.55325976	-2.570717311
2017	c	190	1	1	15.77019079	19.48206313	-3.711872347
2017	c	191	0	1	14.74381136	18.11670885	-3.372897487
2017	c	195	1	1	18.6729484	18.11999484	0.552953561
2017	c	197	1	1	19.93842058	19.93842058	0
2017	c	198	0	0	16.76024511	16.76024511	0
2017	c	199	0	0	10.06937386	10.06937386	0
2017	c	200	0	0	22.71026337	22.26859149	0.441671872
2017	c	201	1	0	16.33966779	16.97599594	-0.636328149
2017	c	202	1	0	17.50635146	17.50635146	0
2017	c	204	1	0	17.64550478	16.39132099	1.254183791
2017	c	205	0	1	20.48551449	26.05083244	-5.565317953
2017	c	206	0	1	21.48841626	25.9943747	-4.505958445
2017	c	207	0	0	18.45535994	19.27747438	-0.822114446
2017	c	208	1	1	17.67927129	16.69259245	0.986678841
2017	c	210	1	0	17.33085186	17.33085186	0
2017	c	211	0	0	14.42424187	16.26164255	-1.837400674
2017	c	212	0	1	18.78554643	18.78554643	0
2017	c	215	1	0	19.58243264	22.76747986	-3.185047222
2017	c	216	1	0	16.68776858	16.68776858	0
2017	c	218	0	0	17.65639086	20.76202503	-3.105634168
2017	c	219	0	0	20.91366146	20.91366146	0
2017	c	222	1	1	16.25772507	19.82719726	-3.569472196
2017	c	224	1	0	15.75418567	15.75418567	0
2017	c	225	0	1	16.21238559	17.2565491	-1.044163511
2017	c	228	1	0	20.37594391	23.09395164	-2.718007736
2017	c	229	1	1	13.689779	13.689779	0
2017	c	230	0	1	17.08845309	16.99733924	0.091113848
2017	c	231	1	0	19.66555234	21.0222506	-1.356698261
2017	c	232	1	0	35.08687864	35.08687864	0
2017	c	233	1	1	17.4911231	19.48206313	-1.990940027
2017	c	234	1	1	19.27551145	19.27551145	0
2017	c	235	0	0	25.71662455	22.94581164	2.770812908
2017	c	237	1	1	22.09360658	26.19734897	-4.103742386
2017	c	241	1	0	19.98828238	18.76600161	1.222280769
2017	c	242	0	0	20.70601898	20.70601898	0
2017	c	243	0	0	17.86729462	21.75558073	-3.888286106
2017	c	244	1	1	14.6153175	14.81629287	-0.200975369
2017	c	247	0	0	18.57889346	18.26183688	0.317056572
2017	c	248	1	1	26.4836868	26.4836868	0
2017	c	250	0	0	15.40610949	15.40610949	0
2017	c	251	1	1	NA	NA	NA
2017	d	253	0	0	13.19594967	15.30157917	-2.1056295
2017	d	256	0	0	15.77983766	15.85822723	-0.078389575
2017	d	258	0	0	13.30229669	15.42528364	-2.122986952
2017	d	260	1	1	14.35871588	18.47109322	-4.11237734
2017	d	262	1	1	15.04395058	15.04395058	0
2017	d	263	0	0	23.06883761	22.25214307	0.81669454
2017	d	266	1	0	16.43992222	16.77968103	-0.339758805
2017	d	267	1	1	20.54272757	24.15073681	-3.60800924
2017	d	268	1	0	16.96741222	19.4862457	-2.518833479
2017	d	269	1	0	17.72710555	17.34280023	0.384305325
2017	d	271	1	1	17.15318357	16.29553386	0.857649716
2017	d	273	1	0	17.74069518	19.358532	-1.617836814
2017	d	274	1	1	14.39219672	14.39219672	0
2017	d	275	1	0	11.44608706	11.44608706	0
2017	d	278	0	1	21.42418071	21.42418071	0
2017	d	279	1	0	18.94813035	18.94813035	0
2017	d	281	0	0	10.982634	10.982634	0
2017	d	282	0	1	15.62928604	16.6058336	-0.976547564
2017	d	284	0	0	17.23216154	16.03606729	1.196094245
2017	d	286	0	0	23.30354619	23.30354619	0
2017	d	287	0	1	21.54879324	30.09865367	-8.549860427
2017	d	289	1	0	23.34111701	26.57340142	-3.23228441
2017	d	290	0	0	16.66676324	18.26183688	-1.595073647
2017	d	291	1	0	17.856372	20.64529476	-2.788922754
2017	d	292	0	1	59.78571429	59.78571429	0
2017	d	294	0	1	21.05964965	21.05964965	0
2017	d	295	0	1	16.88023872	20.46987399	-3.589635264
2017	d	297	1	1	21.3523133	22.93845661	-1.586143303
2017	d	298	1	1	22.62392708	22.62392708	0
2017	d	299	0	1	20.21397015	20.21397015	0
2017	d	304	0	0	24.03323522	22.20232443	1.830910793
2017	d	305	1	0	25.55388354	21.16601616	4.38786738
2017	d	307	1	1	16.21066581	16.65951174	-0.448845932
2017	d	308	1	0	19.31573686	19.72849315	-0.412756293
2017	d	309	0	1	13.51586161	16.06549828	-2.549636678
2017	d	310	0	1	14.49949627	16.76445037	-2.264954096
2017	d	312	0	1	16.58249046	18.33380856	-1.751318094
2017	d	313	0	0	19.07511853	19.07511853	0
2017	d	315	1	1	23.06547683	23.06547683	0
2017	d	317	0	1	20.68014517	20.35544823	0.324696938
2017	d	318	0	0	22.71277971	22.71277971	0
2017	d	321	0	1	23.81332123	23.81332123	0
2017	d	322	0	0	19.67547182	19.26625096	0.409220858
2017	d	323	1	1	21.72790583	23.51283896	-1.784933124
2017	d	325	0	1	18.4788572	23.77415298	-5.295295783
2017	d	326	1	0	23.82969284	23.14656642	0.683126413
2017	d	327	1	0	16.57927944	16.57927944	0
2017	d	328	0	1	17.77655924	20.46987399	-2.693314748
2017	d	329	0	0	NA	NA	NA
2017	d	330	1	1	15.32383421	15.32383421	0
2017	d	333	1	1	17.28271935	19.39995457	-2.117235226
2017	d	334	0	0	29.01273565	29.01273565	0
2017	d	335	0	0	16.41168589	16.41168589	0
2017	d	336	1	0	16.67718224	17.04571445	-0.368532212
2018	a	1	1	1	20.48804702	25.25	-4.761952978
2018	a	4	1	0	19.80261576	19.80261576	0
2018	a	6	0	0	14.53057095	14.53057095	0
2018	a	8	1	0	NA	NA	NA
2018	a	11	0	1	16.5217431	15.53170695	0.990036146
2018	a	13	0	1	22.8757145	17.625	5.2507145
2018	a	15	0	0	19.2686691	24	-4.731330901
2018	a	16	1	1	14.92931853	14.92931853	0
2018	a	17	1	0	24.13417178	24.13417178	0
2018	a	18	0	0	19.51562595	17.91172463	1.603901319
2018	a	20	1	1	NA	NA	NA
2018	a	21	0	0	16.01982534	18.3182812	-2.298455867
2018	a	24	1	0	18.66996247	24.375	-5.705037526
2018	a	25	1	0	15.05991544	26.25	-11.19008456
2018	a	26	1	1	19.24832811	19.24832811	0
2018	a	30	1	0	12.95660247	12.95660247	0
2018	a	31	0	1	14.21758448	14.21758448	0
2018	a	32	1	0	17.49880746	17.49880746	0
2018	a	33	0	1	17.22064945	19.375	-2.15435055
2018	a	35	0	0	19.03302364	19.06377039	-0.03074675
2018	a	36	0	1	21.0864075	20.95397717	0.13243033
2018	a	39	0	1	15.8901514	21	-5.109848601
2018	a	40	1	0	19.19599729	21.45578382	-2.259786535
2018	a	41	1	1	16.84561007	15.98871991	0.85689016
2018	a	42	1	0	18.9024552	25.5	-6.597544796
2018	a	43	1	0	17.3309305	18.5695599	-1.238629398
2018	a	44	0	1	14.57133794	17.82249344	-3.251155501
2018	a	45	1	1	16.89960907	16.89960907	0
2018	a	46	0	0	13.03309024	12.375	0.658090241
2018	a	47	0	1	15.47278681	15.47278681	0
2018	a	48	1	1	20.11887495	20.03500229	0.083872663
2018	a	49	0	1	16.35403196	16.31028195	0.04375001
2018	a	50	1	1	15.65790128	15.1181568	0.53974448
2018	a	52	1	0	18.57788529	18.57788529	0
2018	a	53	0	1	26.7606322	13.75	13.0106322
2018	a	54	0	0	16.50820473	17.1620818	-0.653877074
2018	a	56	0	0	18.92131028	18.92131028	0
2018	a	58	0	0	24.96621068	13	11.96621068
2018	a	59	1	0	18.99429829	18.5695599	0.424738399
2018	a	60	0	1	20.88350694	20.88350694	0
2018	a	66	0	0	18.33172862	21.125	-2.793271383
2018	a	67	0	0	15.58774467	15.58774467	0
2018	a	68	0	0	19.00669241	22.75	-3.743307587
2018	a	69	1	1	20.99881902	20.91428355	0.084535463
2018	a	70	0	0	18.66281943	18.44823698	0.214582453
2018	a	71	0	1	7.820639592	7.820639592	0
2018	a	74	0	1	21.39144669	14.375	7.016446694
2018	a	75	1	0	16.64606781	24.75	-8.103932195
2018	a	78	1	0	21.54635269	21.54635269	0
2018	a	79	1	1	16.57759537	16.57759537	0
2018	a	80	1	0	20.2551315	21.63072625	-1.375594754
2018	a	81	0	1	11.25947401	11.25947401	0
2018	a	82	0	1	15.625363	15.92133491	-0.295971902
2018	a	83	1	1	18.94795985	18.31972269	0.628237162
2018	b	86	0	1	24.14948296	22.01022398	2.139258975
2018	b	88	1	0	14.36651193	14.36651193	0
2018	b	89	1	1	19.91231381	20.61396998	-0.701656172
2018	b	90	0	0	16.27225727	19.03338202	-2.76112475
2018	b	91	1	1	16.18595189	16.18595189	0
2018	b	93	0	0	14.65596669	14.65596669	0
2018	b	94	1	0	21.24982756	19.99637886	1.253448697
2018	b	95	0	0	13.65366453	13.65366453	0
2018	b	96	0	1	19.24743907	19.24743907	0
2018	b	97	1	1	9.909150675	9.909150675	0
2018	b	98	1	0	14.41570439	16.13216127	-1.71645688
2018	b	99	1	0	17.77213854	18.5695599	-0.797421358
2018	b	100	0	1	18.50744753	18.3562342	0.151213327
2018	b	102	1	1	23.20741561	28.25	-5.042584387
2018	b	106	1	1	21.42151663	10.75	10.67151663
2018	b	107	1	1	19.22789785	17.88710757	1.34079028
